id,ra,dec,sky_zone,object_type
14653,187.666929376,57.867613131,A,QUASAR
700,246.7932222597,35.0216561154,G,QUASAR
14867,332.5801622618,0.7305144188,C,STAR
15069,191.8113707357,56.3256115523,A,GALAXY
16425,183.1744399076,58.5206058139,A,GALAXY
12406,142.8067360978,12.0008720633,B,QUASAR
9951,174.2025055959,42.3221323678,A,GALAXY
10670,21.1481778569,9.265405556,J,QUASAR
17608,335.0221345538,-1.1664867084,C,STAR
15745,153.479661105,38.8429367436,D,GALAXY
1871,211.0802272827,49.0542321689,I,GALAXY
11137,112.7079976493,44.0724426371,H,GALAXY
11042,241.413955764,50.0945073472,G,GALAXY
569,34.8700326367,-0.326403391,J,STAR
15937,138.5007599213,40.4781267962,D,GALAXY
7591,142.2690293743,7.1741018364,B,STAR
12942,151.5657943471,3.448877976,B,GALAXY
10423,245.0356803616,15.2675543447,E,GALAXY
5999,282.3736173273,77.6108643034,G,STAR
8276,,0.1874557191,J,GALAXY
10762,241.2332722637,15.9684885052,E,STAR
1288,248.56713364,52.4603497792,G,STAR
4114,135.9382389017,42.0136254269,D,STAR
11453,192.6241066931,42.2000291179,A,GALAXY
1912,231.1648193392,11.0998736538,E,STAR
8723,216.5494325305,24.3811762909,E,GALAXY
14617,193.5666642438,56.2013030554,A,QUASAR
6143,161.526497469,58.6521674272,A,STAR
12437,230.3225188414,7.3970824445,E,GALAXY
14369,195.0234149182,4.3671312514,F,STAR
9848,217.087536379,-2.462934129,E,GALAXY
7967,331.1036154288,45.879616896,C,STAR
495,131.7078556865,38.9472308118,H,STAR
15296,193.2856413976,38.4681341007,I,QUASAR
10584,209.6742899778,20.0020952906,E,GALAXY
14739,124.9666928639,43.3425938768,H,GALAXY
12119,147.8680495703,14.7106387095,B,QUASAR
9199,245.1180255476,6.5768916536,E,GALAXY
1672,218.7074009891,52.9692225934,I,GALAXY
12457,263.2090113638,56.3335553724,G,GALAXY
5070,339.3900831644,13.4309793368,C,STAR
17492,213.933836542,12.2455627202,E,QUASAR
17081,8.6890756651,6.8663200928,J,GALAXY
15531,213.306446052,10.8863008125,E,GALAXY
4326,188.6788934091,15.4580110614,F,STAR
8620,146.4950456535,3.1451943063,B,GALAXY
2522,200.2186976031,-1.1767769651,F,STAR
14337,128.5350288178,60.4501496798,H,GALAXY
6154,199.5299956683,57.9285848124,I,GALAXY
12158,182.3563055415,0.7244724109,F,STAR
17806,25.1905609985,13.8847582797,J,GALAXY
12555,,-10.1959919234,J,QUASAR
3200,261.7912481503,33.2270466248,G,STAR
8494,185.6443797812,22.1738988802,F,STAR
8325,219.868941832,38.0685653003,I,GALAXY
17573,123.1091261805,4.0335614186,B,STAR
5840,244.0588296839,33.0534853597,G,QUASAR
4895,223.236019997,16.1539534323,E,STAR
6928,179.9435938194,-1.5918094578,F,GALAXY
8100,184.1058495876,28.5795910121,F,QUASAR
10766,226.4248950955,60.7976572659,I,GALAXY
12165,183.3288015795,59.1991246561,A,GALAXY
16372,18.8501107514,14.4608147252,J,GALAXY
13265,139.395330368,29.3993305698,D,STAR
2132,20.4251226922,7.8405726524,J,STAR
5764,190.6090774504,29.6334475067,A,GALAXY
15710,117.3129345778,65.1234455959,H,STAR
712,7.6565592286,24.7781412533,J,STAR
14873,13.9913715629,-1.2398931669,J,GALAXY
3745,201.0754842822,18.9827956819,F,GALAXY
15367,334.7806198884,-1.2375562465,C,STAR
6611,163.5796873524,40.4239611606,D,GALAXY
1731,218.597969717,8.61873336,E,GALAXY
12020,170.8516617019,41.6224327234,A,QUASAR
3306,135.2972612807,5.4227102304,B,GALAXY
14424,237.0848011219,25.6912931393,E,GALAXY
11367,156.9555938027,3.6832241204,B,GALAXY
12760,328.5874230596,45.0317126517,C,STAR
1867,132.6912284733,34.0694190336,H,QUASAR
14450,,21.586991515,J,STAR
17028,169.6383675838,40.9937474313,A,STAR
13023,160.114362549,33.90762956,D,GALAXY
3481,155.2095224726,39.4505221617,D,GALAXY
5117,168.2946762601,2.8523812425,F,STAR
11275,159.6920627202,31.2555199299,D,STAR
9164,19.5583586037,-9.1307668587,J,GALAXY
16429,,-7.8393206994,J,GALAXY
297,152.4353845492,24.5636067464,D,GALAXY
14248,271.6015333288,23.3620943068,G,STAR
12632,189.832885426,-3.5838176383,F,GALAXY
9927,224.0634356391,-2.896016671,E,GALAXY
9887,171.622910719,56.8501920342,A,GALAXY
9020,161.1903093947,0.8341650785,F,STAR
3544,157.8631479065,3.7152591637,B,GALAXY
17607,142.5563512661,39.0352383693,D,GALAXY
14007,,18.9193970856,C,STAR
6105,352.1743029464,28.2075043692,C,QUASAR
11362,118.3061689576,42.9612373036,H,STAR
3739,28.3257157022,27.5220296321,J,QUASAR
15582,116.0912662428,19.6142552812,B,STAR
15583,302.8467898985,-11.7733770328,C,STAR
13844,103.8916760328,15.9983010283,H,STAR
15631,188.1338896405,-1.1462527916,F,STAR
5193,120.0277435556,17.8239373206,B,GALAXY
4360,263.7638577769,55.1704458976,G,GALAXY
13610,114.5737370585,44.0571656033,H,GALAXY
13408,142.6400660021,48.175705249,D,QUASAR
17903,217.0376011125,29.3914537588,I,STAR
5540,218.9475162943,45.1553975974,I,GALAXY
3078,200.784924134,33.6884212932,I,STAR
4953,279.03924474,42.0454321109,G,STAR
9205,248.1225292317,27.0158032745,G,GALAXY
588,28.9904213499,-10.1237758517,J,GALAXY
5670,165.4562120859,65.9605080974,A,STAR
14273,235.5993034847,44.641277378,G,GALAXY
2908,183.3547883014,43.3090457232,A,GALAXY
5848,219.8198997547,56.5311330473,I,QUASAR
9560,9.9182926594,-0.7046674486,J,STAR
3751,132.7728767166,11.0563039105,B,GALAXY
2394,182.5102953366,-3.2910141948,F,GALAXY
17881,220.8583286858,35.1481638447,I,GALAXY
15104,205.8660300569,36.2931145419,I,GALAXY
9023,0.0151766885,24.8782975413,J,STAR
8849,171.5565856362,37.9960974003,A,GALAXY
4841,17.6396887082,14.0216646853,J,GALAXY
15929,132.3129378439,3.831657021,B,GALAXY
10404,165.9908182887,38.2378138507,D,GALAXY
2296,,0.2422894478,J,GALAXY
7002,176.3315937844,41.314255583,A,GALAXY
3927,251.1211436158,45.9026873656,G,STAR
9908,153.0290615444,36.6791687091,D,STAR
11038,217.1277953155,10.5962899439,E,GALAXY
11044,38.3595030624,26.9091847193,J,STAR
13028,149.9266106749,15.9394042457,B,GALAXY
1430,41.1383961098,-3.6894700479,J,STAR
14188,185.9160325116,1.3237620689,F,GALAXY
6265,172.0608827542,11.3943887431,F,GALAXY
16323,151.814720236,0.7162161243,B,QUASAR
9674,,60.0373431637,I,QUASAR
5675,1.6136691105,25.6086429789,J,STAR
3839,218.3664395212,6.0454452999,E,GALAXY
12243,153.3419690358,8.1136207367,B,STAR
7790,218.1836095111,5.6136657961,E,GALAXY
11840,145.1217967695,41.4511902117,D,GALAXY
4145,208.5832434962,12.4889743669,E,GALAXY
5579,,1.8086400364,F,GALAXY
16744,246.1829162574,-0.7411863665,E,GALAXY
1838,183.737951706,59.2773538911,A,STAR
12151,355.6549095078,-1.0389108922,C,STAR
17128,202.3516753836,33.435394023,I,GALAXY
9399,341.4923552307,10.5719967214,C,QUASAR
6980,168.0119628717,23.0105956414,F,QUASAR
12753,245.2636691273,29.1672087932,G,QUASAR
16172,250.0193573633,38.3435939233,G,STAR
13503,106.1152669199,66.1278110505,H,STAR
17832,119.2223143864,65.4902968796,H,STAR
9000,220.8362308051,20.8458133305,E,GALAXY
15993,153.2538413862,57.3788272428,D,QUASAR
3662,122.0263426618,55.5161836402,H,STAR
9191,144.3119107587,0.9360085914,B,QUASAR
17375,211.1065757094,62.5670644426,I,QUASAR
7717,132.428429537,40.8377756645,H,STAR
4323,248.8329550611,26.4343850257,G,STAR
10721,207.3799547505,51.4466450169,I,GALAXY
14050,194.9644206763,28.0734807464,I,GALAXY
1087,166.8330351804,38.3336229842,D,STAR
7612,355.6234769462,12.2373700076,C,GALAXY
7680,237.4975306006,24.927623092,E,QUASAR
4322,,17.4018652541,F,GALAXY
1012,165.6242214531,58.3090786563,A,QUASAR
13945,219.2104043343,23.3621282054,E,GALAXY
11980,165.9380916453,13.6512287544,F,STAR
6006,126.2295222423,33.8847755006,H,STAR
12093,190.0223065468,-1.6432400856,F,STAR
7829,254.7394289919,31.6613516396,G,GALAXY
1335,24.6675543173,-0.3011307513,J,STAR
11201,114.6156417873,44.7287784901,H,GALAXY
14960,186.8248921161,4.2084927198,F,GALAXY
17871,40.2541026342,0.2386774172,J,STAR
3779,193.1827525542,0.8889383843,F,QUASAR
15382,225.4620888485,11.9110801269,E,STAR
16533,129.9596903706,24.1630773902,B,GALAXY
1402,156.9296548908,37.7898649163,D,GALAXY
17603,28.0320742561,27.4344699169,J,QUASAR
12428,,65.8604707875,I,STAR
12704,172.124174286,3.7635997112,F,QUASAR
13955,118.6962335196,30.4186613562,H,STAR
13105,240.0413945818,13.9422417497,E,STAR
6536,178.2416685568,1.2878293936,F,GALAXY
11366,227.0861058453,15.4665079025,E,QUASAR
12271,211.9732464601,62.3946133596,I,GALAXY
5519,188.0044485008,57.2903962157,A,GALAXY
10133,224.3841095971,0.9657726159,E,STAR
9493,129.0365250112,4.8057607631,B,STAR
3658,210.2235619081,56.7539398919,I,GALAXY
17296,228.6193684378,36.3327737426,I,QUASAR
15002,17.1822837952,-0.5837677408,J,GALAXY
17176,208.8225433631,6.5620148551,E,GALAXY
3560,134.5579914361,44.6597213394,H,GALAXY
12523,158.7693997078,23.8854025403,D,STAR
1755,251.3426869275,35.9608150471,G,STAR
3753,5.7282651781,-8.9185427125,J,GALAXY
8523,221.2649872012,-1.0577090832,E,STAR
2988,33.5797111907,-0.6346495555,J,STAR
6717,133.4704459433,5.5723438657,B,STAR
17027,192.0571726944,-8.5741747487,F,STAR
4803,200.5386667944,6.7547695797,F,GALAXY
13922,,37.6199255059,I,STAR
6018,146.117099065,28.5520110913,D,GALAXY
7663,183.7210904751,38.8064419814,A,GALAXY
2582,134.1439324643,10.4183923149,B,STAR
12867,243.7351138011,20.8523143329,E,GALAXY
13425,153.9254402491,7.3278558055,B,GALAXY
4772,310.3007497776,-4.8133119789,C,GALAXY
699,138.6720228462,37.1739056479,D,GALAXY
3561,198.6701483599,5.3453592609,F,GALAXY
8854,232.8231375587,7.0195289974,E,GALAXY
306,144.3557155613,35.2015861508,D,GALAXY
6966,149.9124450876,47.0414998171,D,STAR
10060,213.6571204459,49.1241667598,I,STAR
17564,137.4323047508,48.9755357156,D,GALAXY
7451,202.0830914108,52.4081868595,I,QUASAR
1670,,3.9657229025,F,GALAXY
8703,153.0736720766,5.188459196,B,GALAXY
12595,343.2393608598,0.1018887659,C,GALAXY
6454,164.6129327731,28.5861878733,D,GALAXY
8748,224.4053313945,61.5168948179,I,GALAXY
8264,218.2023358377,7.8261018509,E,STAR
8075,230.4526691392,33.8417165435,G,GALAXY
1418,190.2059493445,33.6594811803,A,GALAXY
5946,181.2646621135,6.1835760381,F,GALAXY
977,247.8281163848,24.7122900178,G,GALAXY
9364,251.0251135487,31.1624601576,G,QUASAR
7220,23.8331395888,7.4486748157,J,GALAXY
17627,15.6095752219,15.1420210635,J,GALAXY
8668,121.9915322516,25.9528754627,H,STAR
8310,208.2840600459,24.7692358574,I,GALAXY
933,148.396799697,1.2283546054,B,GALAXY
9535,177.6446210193,46.5507280423,A,GALAXY
3220,210.9736418551,16.8631111038,E,GALAXY
13030,198.1511109849,57.4260946906,A,GALAXY
4479,156.4573013879,38.6156529335,D,GALAXY
17994,103.0415753481,28.182131137,H,STAR
15467,356.3016004151,40.1940096608,C,STAR
5345,352.9439368197,0.8165253252,C,STAR
8044,17.9354522141,-0.7594754215,J,STAR
14440,172.5911933894,66.8817201916,A,STAR
16270,238.6567091784,10.5722281653,E,STAR
9323,176.9412985076,-0.7839116257,F,STAR
3014,129.5500148048,34.1215822882,H,GALAXY
16798,123.1330403168,56.3316680178,H,GALAXY
17833,193.9464105318,59.3644508815,A,GALAXY
2039,217.7639112594,25.3950856463,E,GALAXY
919,167.1292554483,3.5812153782,F,STAR
2879,229.1958429948,20.9470973707,E,GALAXY
8274,43.1879966047,34.1832802266,J,STAR
7103,210.049629895,58.6811052526,I,STAR
6096,187.8766004333,65.7637226193,A,GALAXY
7389,118.283320992,51.9063731347,H,GALAXY
16649,254.5882063112,40.5856582275,G,STAR
7128,162.4577820686,15.4938718611,F,GALAXY
10401,176.6819780164,42.8369956851,A,GALAXY
5765,145.0980698121,4.6987744963,B,GALAXY
11356,223.4755213752,23.3235380025,E,STAR
7259,148.4016082591,32.63772377,D,GALAXY
5918,128.5003073048,17.0948847726,B,GALAXY
12974,251.8498700882,11.9929607153,E,STAR
11187,192.2550697783,59.9322406388,A,STAR
17152,158.9990352678,45.5769738812,D,STAR
2308,203.1269663384,55.2098977326,I,STAR
2669,331.9450310879,0.1931222577,C,STAR
16832,172.0966715553,47.9914293804,A,STAR
3182,188.0786856402,3.0027115264,F,GALAXY
12565,165.2767803884,4.587487526,F,GALAXY
2989,97.9640151483,27.9130302433,H,STAR
11309,279.1485284192,40.8840967435,G,STAR
9853,,28.9553090708,I,GALAXY
11269,0.5813729907,-9.7571170036,J,GALAXY
10185,191.0788367837,49.4827883344,A,STAR
7278,281.6175000756,64.7469972527,G,STAR
10815,204.0753812761,3.3212320595,F,QUASAR
8559,117.3162631088,66.9026769264,H,STAR
9683,,4.3673365552,F,GALAXY
8273,,-2.4267355892,J,QUASAR
12181,193.7081810691,22.5836032439,F,STAR
12805,207.3025690808,31.8509520898,I,GALAXY
9524,216.6877156771,56.6776872803,I,GALAXY
13209,2.085040893,-4.7397593072,J,STAR
6483,177.8942090992,15.4753414496,F,GALAXY
9198,240.6720355665,20.0792384204,E,GALAXY
9925,2.4392343304,-8.768172551,J,GALAXY
13947,204.2268593751,28.1887698737,I,GALAXY
15568,203.095832503,36.9283249911,I,STAR
5907,128.4986910629,14.9714134102,B,STAR
7789,132.2234075658,26.4732960415,B,QUASAR
13147,236.8845793779,21.7074492863,E,GALAXY
8422,9.3119359659,7.6571469763,J,STAR
8371,241.9088686411,43.9666560023,G,STAR
5835,219.1930660319,54.5111552041,I,GALAXY
15488,210.9613594952,15.7738516035,E,GALAXY
6583,122.8543881431,20.4120980225,B,GALAXY
10768,227.8201332578,26.0281528113,E,GALAXY
884,128.9038224536,58.9224038049,H,STAR
14851,129.0430847769,23.1884039502,B,GALAXY
16677,252.5226017177,63.4195911372,G,STAR
125,182.3217040355,41.5938122597,A,GALAXY
940,223.5930006036,21.8319475239,E,STAR
407,241.4513151592,14.6211989458,E,GALAXY
1457,223.6440910742,12.7939593958,E,STAR
8205,330.1810235105,0.611475996,C,GALAXY
13084,210.1437133821,55.2542058617,I,GALAXY
13622,165.5793028159,27.47510196,D,STAR
12338,226.9580154709,8.1910732567,E,GALAXY
11962,155.9335707852,11.7328748587,B,GALAXY
14526,6.3077453636,-0.7498733957,J,STAR
2855,133.9898632496,57.677949336,H,GALAXY
10150,231.458731023,38.5493631947,G,STAR
720,155.498635963,36.2827573879,D,GALAXY
3382,141.1867184623,14.9302749161,B,GALAXY
6274,,-3.0864606793,F,GALAXY
5498,201.7076892951,1.2017842879,F,GALAXY
16103,199.3998967274,0.2058454308,F,STAR
16374,221.223739052,46.4870152054,I,GALAXY
6092,148.992865873,36.342630732,D,STAR
12506,163.8356494246,3.6027972644,F,STAR
8216,223.1669156748,12.3926645153,E,GALAXY
4536,237.8887390064,15.7760748712,E,GALAXY
4013,232.5564429443,36.6118577728,G,GALAXY
17528,115.9908215079,66.4158510612,H,STAR
8481,181.8629697952,18.7159641363,F,STAR
17123,201.7714779898,13.7443362599,F,STAR
2956,171.1829057946,53.641748047,A,GALAXY
16594,168.5081939143,58.6731691375,A,QUASAR
2413,2.5105123982,24.4866513669,J,STAR
9154,232.5331843205,23.2711193243,E,GALAXY
13007,50.0128164168,0.733793612,J,STAR
10800,237.3960191642,16.3747759719,E,GALAXY
8762,65.4626810303,34.0249180962,J,STAR
2712,137.9071531189,45.9503312583,D,STAR
1804,226.1301551571,1.139499297,E,GALAXY
7430,347.5189336832,23.1757686645,C,STAR
17086,164.0230386819,29.6310449033,D,GALAXY
6642,25.990918816,23.6237984813,J,STAR
15675,214.9048717346,24.9312522356,I,STAR
11051,147.8210809895,50.3450424429,D,STAR
15673,221.4257568304,22.8757916301,E,QUASAR
12904,147.610547252,6.550068279,B,GALAXY
13753,169.4178477002,7.1893222043,F,GALAXY
17880,260.9311480838,37.1415294301,G,STAR
5004,223.6446715314,34.2048514469,I,GALAXY
7319,183.5683680424,56.5293612712,A,GALAXY
220,180.2957315325,52.5833523291,A,GALAXY
5308,168.235605291,52.863371632,A,QUASAR
17461,150.1885875237,3.4628777033,B,GALAXY
1009,149.0444063053,35.7108452197,D,STAR
11227,313.3628376641,3.4933835806,C,STAR
1293,219.4270920642,48.0401701382,I,GALAXY
494,171.5974518142,40.7345630662,A,GALAXY
11692,11.2945645445,13.9451882806,J,STAR
9317,1.3108962599,25.2810215282,J,STAR
10097,127.5913073015,44.1131050974,H,STAR
12150,58.448574653,-0.137853854,J,GALAXY
16423,172.1772059663,33.2282367577,A,STAR
1843,346.8593505447,-8.3543086454,C,GALAXY
3149,131.0533965602,30.9101288429,H,GALAXY
2496,22.271979586,39.5268776078,J,STAR
3485,,14.4290230689,F,GALAXY
2848,176.0692793949,33.4303864047,A,GALAXY
1119,154.340924132,56.4075794162,D,STAR
5536,209.5979357353,45.7392994597,I,GALAXY
901,234.318353426,18.0088555343,E,GALAXY
5537,205.454841231,28.1421458786,I,STAR
12690,,-10.9097892166,C,GALAXY
1697,235.7753056463,16.3046390641,E,GALAXY
10327,337.2627442958,-0.9662258485,C,GALAXY
4500,227.2955077072,39.0060599362,I,GALAXY
6503,61.5060236441,-6.428170853,J,STAR
6498,120.0390075768,40.4241405871,H,GALAXY
7698,179.4431972497,41.4653430367,A,GALAXY
10306,134.2312285071,32.0985934779,D,QUASAR
17083,111.8670054466,43.4639025541,H,GALAXY
14869,215.5074418953,44.3487494141,I,GALAXY
9650,233.4234831379,38.0158286098,G,GALAXY
1636,283.2080980486,19.6226074264,G,STAR
17106,120.4139596209,6.8313688768,B,STAR
14079,332.5761967418,16.6118424186,C,GALAXY
3687,48.0145659823,42.1320530197,J,STAR
3665,243.6771902415,31.4612620037,G,STAR
14903,171.7505843985,47.8932782817,A,GALAXY
426,33.0383866318,1.0388545137,J,GALAXY
16212,348.348462002,20.975282752,C,STAR
11130,2.7011093697,25.2719055783,J,STAR
3635,130.7812143241,53.4073218679,H,STAR
2896,213.7461306177,37.6850685653,I,QUASAR
16513,138.469111408,8.0461109632,B,QUASAR
3575,255.4364530081,38.540683519,G,STAR
4457,190.5798680033,2.52175267,F,QUASAR
17522,166.1279379175,40.302330612,D,QUASAR
15999,122.1044732332,7.8972932901,B,STAR
1629,207.6083561814,28.5834581045,I,QUASAR
13041,147.9221219753,20.3744405642,B,GALAXY
10678,358.9343037571,30.2123455369,C,QUASAR
16934,130.6178515742,53.2189885604,H,STAR
15691,190.1710584281,-0.8487785238,F,STAR
17344,,8.7627060452,F,GALAXY
835,,13.7042827356,F,QUASAR
14912,151.7813059824,3.4321546564,B,STAR
8450,241.9623231082,47.9901055549,G,STAR
15796,233.9834466878,16.0708820367,E,GALAXY
13013,173.5878669744,48.8598406531,A,GALAXY
9406,,-1.1186887324,J,GALAXY
13686,159.9675623387,39.9306636635,D,GALAXY
15777,149.745474553,45.4983442557,D,STAR
1528,229.5629631835,12.4886660955,E,GALAXY
7729,146.3013731581,38.6027079947,D,STAR
7001,231.3525322946,50.9144862559,G,GALAXY
14898,136.9012707221,3.8965430918,B,GALAXY
5448,26.1068648385,12.9578749257,J,STAR
672,338.4377538894,0.6946411939,C,STAR
6272,175.411457632,4.1847945679,F,GALAXY
10357,160.8364537658,38.3247946601,D,GALAXY
4527,237.6182982617,43.5952281406,G,STAR
4236,4.1280887519,-11.1898283848,J,GALAXY
949,153.9963675105,19.2227349877,B,STAR
10717,90.6761287574,63.5696231946,H,STAR
12455,190.3228294414,29.1539956793,F,STAR
4325,148.7959500219,37.1507526971,D,GALAXY
4231,250.2985663493,36.6190049914,G,STAR
14067,,56.8924140549,I,STAR
14618,156.9815873173,5.4247273215,B,QUASAR
7505,21.2855163488,11.6024926566,J,STAR
663,22.2650830127,39.3247000688,J,STAR
12083,194.3919536955,59.7225634791,A,STAR
5054,238.942037604,15.5394427018,E,GALAXY
2253,243.5352581666,31.2388089829,G,GALAXY
17643,334.73766541,-1.2169924341,C,STAR
7929,211.8462403874,19.923267481,E,GALAXY
9547,114.8873668367,66.5997801178,H,STAR
1224,187.5300013696,5.1127939197,F,STAR
11979,256.6622197687,36.2135340841,G,STAR
16650,,45.5179352796,I,GALAXY
6,16.0050789119,-0.855938361,J,GALAXY
467,159.1067294071,23.2953135773,D,GALAXY
11287,245.1412772918,51.2998562386,G,STAR
6288,231.9468841614,-1.0590707184,E,STAR
2982,226.6891732164,26.9849498064,E,GALAXY
14098,27.1214429692,3.5979840601,J,QUASAR
118,17.8980554447,-0.3509751265,J,STAR
7806,344.3898521999,30.0110971966,C,STAR
8136,12.6592571609,7.6653718054,J,GALAXY
11115,146.2437736999,2.801287845,B,QUASAR
9968,191.0527554534,2.5110996992,F,STAR
8581,226.4183603101,21.0323557578,E,GALAXY
10868,25.6916135894,-9.7919749313,J,STAR
5778,249.5714972535,26.7027409593,G,GALAXY
3408,231.5581782481,8.3006411148,E,STAR
15524,220.7318386461,-0.7212815978,E,GALAXY
16183,160.564141046,56.4062202206,D,GALAXY
548,9.6265224514,26.2470221565,J,QUASAR
5543,257.949095813,28.3242303912,G,GALAXY
2918,201.0836252774,14.9018599886,F,GALAXY
255,244.3398674661,55.0938308806,G,GALAXY
6400,181.8600392586,5.022536347,F,QUASAR
17385,233.2259079459,35.7149693926,G,QUASAR
10118,148.0305795232,19.3196831346,B,GALAXY
17053,202.9070877309,46.150856482,I,GALAXY
11679,108.8337465296,39.2374921963,H,STAR
1875,236.8527797335,38.9689740293,G,GALAXY
7285,188.9060133292,34.8409650123,A,STAR
11653,320.826360202,1.2550670424,C,GALAXY
13818,14.7831667394,0.5361650142,J,GALAXY
10433,236.3434531065,4.9707872787,E,GALAXY
11476,1.5514944284,7.0307589016,J,QUASAR
3723,,63.8563479238,A,GALAXY
92,224.1537811898,50.8676668818,I,GALAXY
5890,163.8110402348,4.8232231404,F,GALAXY
1967,140.3194232624,24.5180736368,B,GALAXY
7768,,11.8818313465,J,STAR
5620,243.2938473928,0.7681988839,E,STAR
4410,139.1253812462,21.9251408292,B,GALAXY
9802,173.0107987614,11.5265394972,F,GALAXY
6182,339.8093916554,22.7729623787,C,STAR
3631,143.3283531286,27.9971912268,D,GALAXY
8780,153.149118825,31.0128766183,D,GALAXY
13569,132.6929467666,61.6399297224,H,GALAXY
8552,156.834320631,22.2400211234,D,GALAXY
3628,243.653053831,47.6284311249,G,GALAXY
13983,43.3793471805,34.4982654473,J,STAR
14370,326.8009384313,-8.1878542618,C,GALAXY
12500,319.6517718651,9.9661164749,C,STAR
2805,157.763047627,7.3052642036,B,GALAXY
11223,,8.0792089293,J,QUASAR
11850,163.0049298338,44.5973660048,D,STAR
7014,223.8138638683,13.6575225493,E,GALAXY
2382,176.0686459995,59.7874420563,A,GALAXY
16794,132.7743077821,5.0938475812,B,GALAXY
4861,147.0855405592,2.8984223352,B,GALAXY
15156,124.3907075882,56.0485682452,H,GALAXY
3438,246.5503057825,14.0255878204,E,STAR
10431,208.8557674527,46.3770095906,I,GALAXY
4490,252.9688970652,12.7546206725,E,STAR
10912,60.5103381988,-6.7534482748,J,STAR
9722,218.3869258511,29.051898731,I,GALAXY
15153,49.3087205705,5.8119576691,J,STAR
14921,151.743168602,21.3405196524,B,STAR
7091,201.1285364397,40.9292705251,I,STAR
17939,258.4019989809,-12.4816828808,E,STAR
8520,151.8189433735,37.9876400048,D,GALAXY
13400,236.7425131771,37.1694419874,G,GALAXY
15173,,-6.0869587747,J,STAR
1434,252.7823586527,33.8026369786,G,STAR
10915,220.2726920966,55.0340421975,I,STAR
16041,213.1589409752,39.3101654838,I,GALAXY
2476,353.4955599455,-1.1419326805,C,STAR
13580,122.6806955966,19.7862754009,B,GALAXY
12948,151.7709919833,58.2654940076,D,GALAXY
3860,187.3954878894,5.189014759,F,STAR
10560,230.0047194312,2.4024017122,E,GALAXY
3261,16.5596396343,0.1421649067,J,GALAXY
1449,209.8863329138,12.1972757538,E,GALAXY
5839,204.9780462897,20.9876508001,I,GALAXY
16730,209.2421030705,24.5559850698,I,GALAXY
11409,238.8279827683,19.0013019752,E,GALAXY
14082,211.9156264906,30.7078718515,I,GALAXY
1397,358.6746299794,21.984754552,C,QUASAR
14663,340.5624549408,14.3021675724,C,STAR
16094,230.8413431986,39.2838377866,G,STAR
12591,234.0380399207,44.092821005,G,STAR
17668,140.8720318663,11.4908423655,B,GALAXY
5783,13.233463398,0.7132217924,J,STAR
16628,217.1141118164,46.0907200713,I,STAR
1193,178.216405545,19.5496694674,F,GALAXY
5502,221.3004333783,22.3328232845,E,GALAXY
11536,,47.9195816048,I,STAR
8101,175.093390645,11.584204726,F,GALAXY
1357,202.5620772022,37.0361433978,I,GALAXY
7924,165.8602838072,10.4846892345,F,STAR
899,207.1187826652,58.2554117017,I,STAR
9786,150.7133679018,33.6582184805,D,STAR
7819,161.0833571447,51.9988456511,D,GALAXY
6471,205.4474156063,56.1635822676,I,GALAXY
5868,160.7867726383,56.8205289784,D,GALAXY
15663,132.2824673326,5.4872963884,B,STAR
728,175.0400031264,17.0163407981,F,GALAXY
6900,126.2898332038,43.2166913369,H,GALAXY
17325,151.3214507932,69.2862682146,D,GALAXY
16577,136.102950907,30.2119732919,D,STAR
3962,237.4551051925,28.6549691974,G,GALAXY
5692,52.2666578724,5.8163661048,J,STAR
9282,154.1181440596,3.5840853025,B,GALAXY
12253,,40.3161277341,C,STAR
13034,133.961149343,82.8181087672,H,STAR
16570,225.4486512799,21.7375575828,E,GALAXY
8747,,56.0253682264,A,GALAXY
13469,187.4827459055,30.342165949,A,GALAXY
4199,122.9603002051,20.4572074168,B,GALAXY
11180,157.5810788944,56.7033506592,D,STAR
6180,158.2082376809,39.7756957068,D,GALAXY
16046,198.6495631389,-0.9699114373,F,STAR
6014,209.519980001,37.9840563635,I,GALAXY
3982,193.2217438165,-0.822699389,F,GALAXY
3734,189.2284213834,-1.9293259352,F,STAR
273,347.3407872755,22.4588531437,C,STAR
10922,186.3248400953,12.6232640004,F,GALAXY
9413,238.0225883838,52.5233537585,G,GALAXY
16300,91.2191526925,64.4117292064,H,STAR
15703,125.7889018274,66.5760431687,H,STAR
5642,112.4653783801,36.0570754531,H,STAR
17208,170.5130908114,34.3892196123,A,GALAXY
3472,134.7442028825,38.3248814089,D,GALAXY
8580,341.170212839,-0.8649883315,C,GALAXY
2921,0.8327917735,-9.0322755674,J,QUASAR
14940,114.9582252534,49.4047701039,H,GALAXY
10467,41.2728264156,0.4679416296,J,STAR
6652,199.0802050358,-3.1973622002,F,GALAXY
4275,15.0862095893,13.9135836577,J,STAR
9897,1.1444428646,14.8111786222,J,STAR
62,217.3261281134,47.4953039754,I,GALAXY
2489,251.6089670925,36.2744153191,G,STAR
7560,133.1990578902,3.240255755,B,STAR
13475,118.0047895611,21.1604339793,B,QUASAR
16361,226.2091548404,34.9494148018,I,GALAXY
330,,25.0562876622,I,STAR
1954,138.7578592717,36.4720576058,D,GALAXY
195,332.3999207749,22.329152518,C,STAR
14733,163.9842632768,3.5900108353,F,GALAXY
2206,174.1628604329,57.7306611037,A,GALAXY
2294,234.06401714,37.6360688221,G,GALAXY
